Course,CourseTitle,CRN,CourseDates,CourseDays,CourseTimes,Room,CreditHours,Enrolled,AvailableSeats,MaxSeats,ScheduleType,InstructionalMethod,Campus,Instructor,Comments,LACCategory,CourseMaterialType,CourseMaterialCost
MT350-009,Voice Class Musical Theatre II,23489,01/09/2023 05/07/2023,M W,3:35pm-4:25pm,Gray Hall 0000,2,0,20,20,Lecture,Face to Face,Main Campus,Carrie Klofach,,,,
MT369-170,Ind Perf Mus Thea Voice,21140,01/09/2023 05/07/2023,TBA,TBA,TBA,2,0,22,22,Private Music Instruction,Face to Face,Main Campus,Ryan Driscoll,,,,
MT390-004,Adv Mus Thea Scene Study,20423,01/09/2023 05/07/2023,M T W R F,11:15am-12:05pm,Frasier Hall 0205,2,0,20,20,Laboratory,Face to Face,Main Campus,John Leonard,,,,
MT465-008,Musical Theatre Workshop,20426,01/09/2023 05/07/2023,M W F,2:30pm-3:20pm,Frasier Hall 0205,3,0,18,18,Lecture,Face to Face,Main Campus,Carrie Klofach,,,,
MT485-070,Perf in Musical Thea,20430,01/09/2023 05/07/2023,TBA,TBA,TBA,3-Jan,0,0,0,Studio Art/Music/Theatre,Face to Face,Main Campus,John Leonard,,,,
MUS100-001,"Recitals, Concerts&Common Hour",20269,01/09/2023 05/07/2023,TBA,TBA,Online,00-00,0,345,345,Laboratory,Mixed Face to Face,Main Campus,Katherine Runkel,MF - This course meets on-campus and online. Support available at www.unco.edu/Canvas.,,,
MUS113-002,Music Theory I,20253,01/09/2023 05/07/2023,T R,8:00am-9:15am,Frasier Hall 0169,3,0,25,25,Lecture,Face to Face,Main Campus,Joseph McAllister,,,,
MUS114-002,Aural Skills I,20255,01/09/2023 05/07/2023,M W,8:00am-8:50am,Frasier Hall 0168,1,0,20,20,Laboratory,Face to Face,Main Campus,Heeseung Lee,,,,
MUS115-006,Music Theory II,20257,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Frasier Hall 0169,3,0,25,25,Lecture,Face to Face,Main Campus,Heeseung Lee,,,,
MUS115-007,Music Theory II,20714,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Frasier Hall 0169,3,0,25,25,Lecture,Face to Face,Main Campus,Heeseung Lee,,,,
MUS115-105,Music Theory II,23758,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Frasier Hall 0169,3,0,25,25,Lecture,Face to Face,Main Campus,Heeseung Lee,,,,
MUS116-003,Aural Skills II,20260,01/09/2023 05/07/2023,M W,9:05am-9:55am,Frasier Hall 0168,1,0,20,20,Laboratory,Face to Face,Main Campus,Heeseung Lee,,,,
MUS116-004,Aural Skills II,21700,01/09/2023 05/07/2023,M W,10:10am-11:00am,Frasier Hall 0126,1,0,20,20,Laboratory,Face to Face,Main Campus,Heeseung Lee,,,,
MUS116-005,Aural Skills II,20262,01/09/2023 05/07/2023,M W,11:15am-12:05pm,Frasier Hall 0168,1,0,20,20,Laboratory,Face to Face,Main Campus,Heeseung Lee,,,,
MUS140-004,AH1-Music through American IDs,20791,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Kepner Hall 2050,3,0,50,50,Lecture,Face to Face,Main Campus,Jessica Castleberry,,"LAA1, LAMS, LC3A, LC8",,
MUS143-003,AH1-Music Styles and Context,20266,01/09/2023 05/07/2023,T R,9:30am-10:45am,Frasier Hall 0090,3,0,80,80,Lecture,Face to Face,Main Campus,Janice Dickensheets,,"LAA1, LC3A",,
MUS155-002,AH1-Hispanic and Latinx Music,24561,01/09/2023 05/07/2023,TBA,TBA,Arranged,3,0,0,0,Lecture,Face to Face,Main Campus,Heeseung Lee,,"LAA1, LAMS, LC3A, LC8",,
MUS160-005,Class Piano I,21731,01/09/2023 05/07/2023,M W,11:15am-12:05pm,Frasier Hall 0085,1,0,15,15,Laboratory,Face to Face,Main Campus,Katilyn Rittner,,,,
MUS161-003,Class Piano II,20274,01/09/2023 05/07/2023,M W,9:05am-9:55am,Frasier Hall 0085,1,0,15,15,Laboratory,Face to Face,Main Campus,Katilyn Rittner,,,,
MUS161-004,Class Piano II,20275,01/09/2023 05/07/2023,M W,10:10am-11:00am,Frasier Hall 0085,1,0,15,15,Laboratory,Face to Face,Main Campus,Katilyn Rittner,,,,
MUS161-008,Class Piano II,20278,01/09/2023 05/07/2023,T R,9:30am-10:20am,Frasier Hall 0085,1,0,15,15,Laboratory,Face to Face,Main Campus,Katilyn Rittner,,,,
MUS170-041,Performance Study,21463,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0256,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Mary Kathryn Brewer,,,,
MUS170-043,Performance Study,21465,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0256,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,William Wilson,,,,
MUS170-044,Performance Study,21466,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0256,1,0,8,8,Private Music Instruction,Face to Face,Main Campus,Derek Chester,,,,
MUS170-045,Performance Study,21632,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0256,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Charles Moore,,,,
MUS170-440,Performance Study,22419,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0256,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Kristi Muzzio,,,,
MUS170-441,Performance Study,21469,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0256,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Jonathan Espinoza,,,,
MUS170-442,Performance Study,21468,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0256,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Conner Williams,,,,
MUS209-003,Intro to Music Technology,20916,01/09/2023 05/07/2023,T R,9:30am-10:20am,Frasier Hall 0083,2,0,30,30,Lecture,Face to Face,Main Campus,Jared Cathey,,,,
MUS209-004,Intro to Music Technology,20859,01/09/2023 05/07/2023,M W,10:10am-11:00am,Frasier Hall 0083,2,0,30,30,Lecture,Face to Face,Main Campus,Jared Cathey,,,,
MUS210-001,Intro to Music Education,22906,01/09/2023 05/07/2023,F,2:30pm-3:20pm,Frasier Hall 0169,1,0,20,20,Lecture,Face to Face,Main Campus,Kristina Weimer,,,,
MUS210-002,Intro to Music Education,20279,01/09/2023 05/07/2023,F,11:15am-12:05pm,Frasier Hall 0169,1,0,20,20,Lecture,Face to Face,Main Campus,Kristina Weimer,,,,
MUS211-015,Careers in Music,21868,01/09/2023 05/07/2023,W,11:15am-12:05pm,Frasier Hall 0126,1,0,20,20,Lecture,Face to Face,Main Campus,Sarah Off-Fixmer,,,,
MUS212-002,AH2-Song Lyrics,24560,01/09/2023 05/07/2023,TBA,TBA,Arranged,3,0,45,45,Lecture,Face to Face,Main Campus,Aisha Gallion,,"LAA2, LC3B",,
MUS213-002,Music Theory III,20280,01/09/2023 05/07/2023,T R,8:00am-9:15am,Frasier Hall 0168,3,0,25,25,Lecture,Face to Face,Main Campus,,,,,
MUS214-002,Aural Skls Sight Sing III,20282,01/09/2023 05/07/2023,M W,8:00am-8:50am,Frasier Hall 0169,1,0,20,20,Lecture,Face to Face,Main Campus,Joseph McAllister,,,,
MUS215-003,Music Theory IV,20284,01/09/2023 05/07/2023,T R,9:30am-10:45am,Frasier Hall 0168,3,0,20,20,Lecture,Face to Face,Main Campus,Reiner Kramer,,,,
MUS215-004,Music Theory IV,20820,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Frasier Hall 0168,3,0,20,20,Lecture,Face to Face,Main Campus,Michael Oravitz,,,,
MUS215-005,Music Theory IV,21631,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Frasier Hall 0126,3,0,20,20,Lecture,Face to Face,Main Campus,Michael Oravitz,,,,
MUS216-003,Aural Skills Sight Sing IV,20286,01/09/2023 05/07/2023,M W,1:25pm-2:15pm,Frasier Hall 0169,1,0,20,20,Lecture,Face to Face,Main Campus,Todd Swingle,,,,
MUS216-004,Aural Skills Sight Sing IV,20285,01/09/2023 05/07/2023,M W,10:10am-11:00am,Frasier Hall 0169,1,0,20,20,Lecture,Face to Face,Main Campus,Todd Swingle,,,,
MUS216-009,Aural Skills Sight Sing IV,21634,01/09/2023 05/07/2023,M W,2:30pm-3:20pm,Frasier Hall 0168,1,0,20,20,Lecture,Face to Face,Main Campus,Todd Swingle,,,,
MUS218-009,Jazz Theory,20287,01/09/2023 05/07/2023,M W,3:35pm-4:25pm,Frasier Hall 0126,2,0,30,30,Lecture,Face to Face,Main Campus,Andrew Janak,,,,
MUS220-004,Jazz Guitar Ensemble,20733,01/16/2023 05/07/2023,M W,10:10am-11:00am,Frasier Hall 0063,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Denin Koch,,,,
MUS221-004,Birdland Combo,20728,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Casey,,,,
MUS221-006,Combo Forum,20288,01/09/2023 05/07/2023,W,12:20pm-1:10pm,Arranged 0000,1,0,30,30,Studio Art/Music/Theatre,Face to Face,Main Campus,"Drew Zaremba, Erik Applegate, Dana Landry",,,,
MUS221-009,Smoke Combo,22013,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Claxton,,,,
MUS224-004,Verve,21170,01/09/2023 05/07/2023,T R,11:00am-12:15pm,Campus Commons 1321,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Marion Powers,,,,
MUS224-006,Vocal Lab,20290,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Campus Commons 1321,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Marion Powers,,,,
MUS224-007,NoCoVo,20291,01/09/2023 05/07/2023,T R,3:30pm-4:45pm,Campus Commons 1321,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Marion Powers,,,,
MUS225-005,Lab I,20293,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Campus Commons 1400,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Dana Landry,,,,
MUS225-007,Lab II,20294,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Frasier Hall 0090,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,James White,,,,
MUS225-015,Lab III,20295,01/09/2023 05/07/2023,M W F,11:15am-12:05pm,Campus Commons 1321,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Shawn Williams,,,,
MUS225-017,Funk/Soul Band,20296,01/09/2023 05/07/2023,M W F,1:25pm-2:15pm,Frasier Hall 0063,1,0,20,20,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Claxton,,,,
MUS225-027,Bop Shop,20297,01/09/2023 05/07/2023,M W,1:25pm-2:15pm,TBA,1,0,20,20,Studio Art/Music/Theatre,Face to Face,Main Campus,Brian Casey,,,,
MUS228-005,UNC Early Music Ensemble,21173,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Frasier Hall 0058,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Derek Chester,,,,
MUS228-015,UNC Early Music Ensemble,21184,01/09/2023 05/07/2023,T R,12:30pm-1:45pm,Frasier Hall 0063,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Nathan Fulks,,,,
MUS229-006,Contemp Music Ensemble,21732,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Frasier Hall 0090,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Wesley Broadnax,,,,
MUS230-009,Classical Guitar Ensemble,20719,01/09/2023 05/07/2023,F,12:20pm-1:10pm,Frasier Hall 0249,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Jason Olson,,,,
MUS230-032,Small Ensembles & Chamber Mus,20716,01/09/2023 05/07/2023,TBA,TBA,TBA,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Lei Weng,,,,
MUS230-050,Small Ensembles & Chamber Mus,20369,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,20,20,Studio Art/Music/Theatre,Face to Face,Main Campus,Timothy Gocklin,,,,
MUS230-051,Small Ensembles & Chamber Mus,20371,01/16/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Andrew Dahlke,,,,
MUS230-060,Percussion Ensemble,22577,01/09/2023 05/07/2023,T R,5:00pm-7:30pm,Campus Commons 1321,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,H Gray Barrier,,,,
MUS230-061,Trombone Choir,20361,01/09/2023 05/07/2023,M,4:40pm-6:20pm,Frasier Hall 0063,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Nathaniel Wickham,,,,
MUS230-063,Tuba and Euphonium Choir,20364,01/09/2023 05/07/2023,TBA,TBA,TBA,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Troy Rowlands,,,,
MUS230-064,Trumpet Choir,20360,01/09/2023 05/07/2023,M W,4:40pm-5:50pm,Frasier Hall 0249,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,John Adler,,,,
MUS230-070,Small Ensembles & Chamber Mus,21182,01/09/2023 04/30/2023,TBA,TBA,Arranged,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Sally Murphy,,,,
MUS230-078,Small Ensembles & Chamber Mus,20367,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Studio Art/Music/Theatre,Face to Face,Main Campus,Matthew Dane,,,,
MUS230-360,World Music Ensemble,21896,01/09/2023 05/07/2023,F,1:25pm-2:15pm,Frasier Hall 0126,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Benjamin Cefkin,,,,
MUS230-370,Small Ensembles & Chamber Mus,21290,01/09/2023 04/30/2023,M,5:30pm-7:30pm,Frasier Hall 0256,1,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Martin Gilmore,,,,
MUS231-035,Music Lessons,21413,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Adam Zukiewicz,,,,
MUS231-041,Music Lessons,21895,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Mary Kathryn Brewer,,,,
MUS231-043,Music Lessons,22426,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,William Wilson,,,,
MUS231-051,Music Lessons,22442,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Andrew Dahlke,,,,
MUS231-052,Music Lessons,21476,01/09/2023 05/07/2023,TBA,TBA,Online,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,,,,,
MUS231-053,Music Lessons,22555,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Lauren Jacobson,,,,
MUS231-054,Music Lessons,22427,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Timothy Gocklin,,,,
MUS231-060,Music Lessons,21720,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,10,10,Private Music Instruction,Face to Face,Main Campus,H Gray Barrier,,,,
MUS231-062,Music Lessons,22034,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Lauren Varley,,,,
MUS231-064,Music Lessons,22439,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,John Adler,,,,
MUS231-071,Music Lessons,22441,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Sally Murphy,,,,
MUS231-073,Music Lessons,21533,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Matthew Dane,,,,
MUS231-076,Music Lessons,21478,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Jason Olson,,,,
MUS231-082,Music Lessons,21550,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,James White,,,,
MUS231-084,Music Lessons,21479,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,"Steven Kovalcheck, Benjamin Hall",,,,
MUS231-086,Music Lessons,21480,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Marion Powers,,,,
MUS231-088,Music Lessons,21481,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Andrew Janak,,,,
MUS231-364,Music Lessons,22445,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Shawn Williams,,,,
MUS231-373,Music Lessons,21815,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Eric Thorin,,,,
MUS231-380,Music Lessons,21872,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Thomas Amend,,,,
MUS231-434,Music Lessons,21483,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Marion Powers,,,,
MUS231-441,Music Lessons,21767,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Jonathan Espinoza,,,,
MUS231-442,Music Lessons,21486,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Conner Williams,,,,
MUS231-551,Music Lessons,22887,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Nathaniel Wickham,,,,
MUS236-060,Individual Instruct Jazz,21573,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,James White,,,,
MUS236-080,Individual Instruct Jazz,20588,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,20,20,Private Music Instruction,Face to Face,Main Campus,Dana Landry,,,,
MUS236-081,Individual Instruct Jazz,20754,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Erik Applegate,,,,
MUS236-082,Individual Instruct Jazz,20591,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,10,10,Private Music Instruction,Face to Face,Main Campus,James White,,,,
MUS236-084,Individual Instruct Jazz,20736,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,10,10,Private Music Instruction,Face to Face,Main Campus,Steven Kovalcheck,,,,
MUS236-086,Individual Instruct Jazz,21213,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,10,10,Private Music Instruction,Face to Face,Main Campus,Marion Powers,,,,
MUS236-088,Individual Instruct Jazz,21285,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Andrew Janak,,,,
MUS236-364,Individual Instruct Jazz,21792,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,8,8,Private Music Instruction,Face to Face,Main Campus,Shawn Williams,,,,
MUS236-380,Individual Instruct Jazz,22451,01/09/2023 05/07/2023,TBA,TBA,Arranged,2,0,5,5,Private Music Instruction,Face to Face,Main Campus,Thomas Amend,,,,
MUS238-006,German & French Diction,21277,01/09/2023 05/07/2023,M W,2:30pm-3:20pm,Frasier Hall 0169,1,0,25,25,Lecture,Face to Face,Main Campus,Kristi Muzzio,,,,
MUS244-003,History Of Music II,20373,01/09/2023 05/07/2023,M W F,9:05am-9:55am,Frasier Hall 0249,3,0,40,40,Lecture,Face to Face,Main Campus,Jonathan Bellman,,,,
MUS245-006,SS3-Intro to Ethnomusicology,21462,01/09/2023 05/07/2023,T R,2:00pm-3:15pm,Frasier Hall 0249,3,0,20,20,Lecture,Face to Face,Main Campus,,,"LAB3, LAIS, LC5C, LC7",,
MUS253-005,UNC Alternative Style Ens,22592,01/09/2023 05/07/2023,T,12:30pm-1:45pm,Frasier Hall 0204,1,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Eric Thorin,,,,
MUS257-033,Applied Music,21562,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Joseph McAllister,,,,
MUS257-035,Applied Music,21892,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Adam Zukiewicz,,,,
MUS257-041,Applied Music,21440,01/09/2023 05/07/2023,TBA,TBA,TBA,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Mary Kathryn Brewer,,,,
MUS257-043,Applied Music,21414,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,William Wilson,,,,
MUS257-044,Applied Music,21436,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,,,,,
MUS257-045,Applied Music,21852,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Charles Moore,,,,
MUS257-050,Applied Music,21901,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Tristan Rennie,,,,
MUS257-051,Applied Music,21434,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Andrew Dahlke,,,,
MUS257-052,Applied Music,21429,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Mixed Face to Face,Main Campus,Sophia Tegart,,,,
MUS257-053,Applied Music,21425,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Lauren Jacobson,,,,
MUS257-054,Applied Music,21444,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Timothy Gocklin,,,,
MUS257-060,Applied Music,21419,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,10,10,Private Music Instruction,Face to Face,Main Campus,H Gray Barrier,,,,
MUS257-062,Applied Music,21427,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Lauren Varley,,,,
MUS257-064,Applied Music,21458,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,10,10,Private Music Instruction,Face to Face,Main Campus,"John Adler, Philip Hembree",,,,
MUS257-068,Applied Music,21723,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Steven Vaughn,,,,
MUS257-071,Applied Music,21431,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Sally Murphy,,,,
MUS257-072,Applied Music,21447,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Nathan Fulks,,,,
MUS257-073,Applied Music,21421,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Matthew Dane,,,,
MUS257-074,Applied Music,21445,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Nicholas Recuber,,,,
MUS257-076,Applied Music,21449,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Jason Olson,,,,
MUS257-077,Applied Music,21455,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Stacey Brady,,,,
MUS257-078,Applied Music,21778,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Sarah Off-Fixmer,,,,
MUS257-353,Applied Music,21860,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Jason Shafer,,,,
MUS257-374,Applied Music,22055,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Ronald Lynam,,,,
MUS257-451,Applied Music,21552,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Aaron Burr,,,,
MUS257-551,Applied Music,22456,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Nathaniel Wickham,,,,
MUS258-060,Applied Music: Jazz,21841,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,James White,,,,
MUS258-081,Applied Music: Jazz,21442,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Erik Applegate,,,,
MUS258-082,Applied Music: Jazz,21417,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,James White,,,,
MUS258-084,Applied Music: Jazz,21594,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,3,3,Private Music Instruction,Face to Face,Main Campus,Steven Kovalcheck,,,,
MUS258-086,Applied Music: Jazz,21451,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Marion Powers,,,,
MUS258-088,Applied Music: Jazz,22457,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Andrew Janak,,,,
MUS258-364,Applied Music: Jazz,22459,01/09/2023 05/07/2023,TBA,TBA,Arranged,1,0,5,5,Private Music Instruction,Face to Face,Main Campus,Shawn Williams,,,,
MUS260-006,Class Piano III,21642,01/09/2023 05/07/2023,T R,12:30pm-1:20pm,Frasier Hall 0085,1,0,15,15,Laboratory,Face to Face,Main Campus,Katilyn Rittner,,,,
MUS261-007,Class Piano IV,20376,01/09/2023 05/07/2023,T R,3:30pm-4:20pm,Frasier Hall 0085,1,0,15,15,Laboratory,Face to Face,Main Campus,Katilyn Rittner,,,,
MUS262-009,Class Jazz Piano,21703,01/09/2023 05/07/2023,M W,3:35pm-4:25pm,Frasier Hall 0085,1,0,10,10,Laboratory,Face to Face,Main Campus,Gavin Allen-Dunn,,,,
MUS263-032,Studio Perform Piano,22545,01/09/2023 04/30/2023,R,3:30pm-4:45pm,Frasier Hall 0023,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Lei Weng,,,,
MUS263-035,Studio Perform Piano,21749,01/09/2023 04/30/2023,T,3:30pm-4:45pm,Frasier Hall 0155,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,Adam Zukiewicz,,,,
MUS264-060,Studio Perform Brass/Perc,22579,01/09/2023 04/30/2023,M,4:40pm-5:30pm,Campus Commons 1321,00-00,0,10,10,Studio Art/Music/Theatre,Face to Face,Main Campus,H Gray Barrier,,,,
MUS264-061,Studio Perform Brass/Perc,21151,01/09/2023 04/30/2023,W,12:20pm-1:10pm,Frasier Hall 0090,00-00,0,15,15,Studio Art/Music/Theatre,Face to Face,Main Campus,Nathaniel Wickham,,,,
